system:index,B11,B12,B5,B6,B7,B8,Blue,Green,MSK_CLDPRB,MSK_SNWPRB,Red,SR_B1,SR_B11,SR_B12,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SR_B8,SR_B8A,SR_B9,cirrus,cirrus_scl,class,cloud_shadow,dark_pixel,date,hi_prob_cloud,low_prob_cloud,med_prob_cloud,mission,opaque,snow_ice,system:time_start,vol_init,water,.geo
00000000000000000375,5949,5952,0.6435000000000001,0.6183000000000001,0.6146,0.5472,0.5608000000000001,0.5741,100,0,0.5969,0.6374000000000001,0.5949,0.5952000000000001,0.5608000000000001,0.5741,0.5969,0.6435000000000001,0.6183000000000001,0.6146,0.5472,0.5971000000000001,0.9714,0,0,cloud,0,0,2021-08-29,1,0,0,SEN2,1,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-90.52713565629584,47.0977789145734]}"
00000000000000000376,4092,3658,0.3929,0.3684,0.35350000000000004,0.3972,0.4193,0.3936,100,0,0.3799,0.3502,0.4092,0.3658,0.4193,0.3936,0.3799,0.3929,0.3684,0.35350000000000004,0.3972,0.33940000000000003,0.5267000000000001,0,0,cloud,0,0,2021-08-29,1,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-90.521642043798,47.08585973745754]}"
00000000000000000377,5702,5164,0.7187000000000001,0.6947000000000001,0.6896,0.653,0.7179,0.68245,100,0,0.67635,0.7643500000000001,0.5702,0.5164,0.7179,0.68245,0.67635,0.7187000000000001,0.6947000000000001,0.6896,0.653,0.67925,1.1284,0,0,cloud,0,0,2021-08-29,1,0,0,SEN2,1,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-90.36450332267457,46.957343985996175]}"
00000000000000000378,3830.5,3175.5,0.5201,0.49835000000000007,0.4893,0.4758,0.54725,0.5026999999999999,100,0,0.4930000000000001,0.587,0.38305,0.31755,0.54725,0.5026999999999999,0.4930000000000001,0.5201,0.49835000000000007,0.4893,0.4758,0.47655,0.75585,0,0,cloud,0,0,2021-08-29,1,0,0,SEN2,1,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-90.36519002423678,46.96601247844407]}"
00000000000000000379,4275.5,4007.5,0.56715,0.5444500000000001,0.55625,0.5002500000000001,0.5484500000000001,0.52095,100,0,0.5241,0.5538500000000001,0.42755,0.4007500000000001,0.5484500000000001,0.52095,0.5241,0.56715,0.5444500000000001,0.55625,0.5002500000000001,0.54965,0.76475,0,0,cloud,0,0,2021-08-29,1,0,0,SEN2,1,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-90.29034401305469,46.95781219160678]}"
0000000000000000037a,3743,2358,0.6190500000000001,0.5760500000000001,0.55225,0.6052,0.6738000000000001,0.6340000000000001,100,0,0.59255,0.74085,0.3743,0.2358,0.6738000000000001,0.6340000000000001,0.59255,0.6190500000000001,0.5760500000000001,0.55225,0.6052,0.5238,1.10915,0,0,cloud,0,0,2021-08-29,1,0,0,SEN2,1,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-90.27351982478005,46.96226237445813]}"
0000000000000000037b,5687,5278,0.6826,0.6573,0.647,0.6407,0.6618,0.6422,100,0,0.6343,0.67,0.5687,0.5278,0.6618,0.6422,0.6343,0.6826,0.6573,0.647,0.6407,0.6371,1.0405,0,0,cloud,0,0,2021-08-29,1,0,0,SEN2,1,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-90.2264852268683,46.94679821200478]}"
0000000000000000037c,2789,2510,0.17700000000000002,0.211,0.2253,0.2246,0.0857,0.1098,0,0,0.1499,0.0592,0.27890000000000004,0.251,0.0857,0.1098,0.1499,0.17700000000000002,0.211,0.2253,0.2246,0.2341,0.1929,0,0,shorelineContamination,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-92.00653607189864,46.70507926209958]}"
0000000000000000037d,1205,1013,0.1468,0.14070000000000002,0.1524,0.15610000000000002,0.0988,0.1131,18,0,0.1405,0.0529,0.1205,0.1013,0.0988,0.1131,0.1405,0.1468,0.14070000000000002,0.1524,0.15610000000000002,0.151,0.1857,0,0,shorelineContamination,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-92.05033782154662,46.81427818779742]}"
0000000000000000037e,1442,886,0.113,0.1792,0.2034,0.21,0.0615,0.0792,3,0,0.0809,0.0397,0.1442,0.0886,0.0615,0.0792,0.0809,0.113,0.1792,0.2034,0.21,0.2205,0.1222,0,0,shorelineContamination,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-92.01812081643548,46.832712111552354]}"
0000000000000000037f,1406,878,0.08120000000000001,0.1675,0.1939,0.1851,0.0537,0.0616,0,0,0.0557,0.0447,0.1406,0.0878,0.0537,0.0616,0.0557,0.08120000000000001,0.1675,0.1939,0.1851,0.2064,0.1338,0,0,shorelineContamination,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.70482883552143,47.00501177625752]}"
00000000000000000380,2179,2137,0.2011,0.1976,0.2159,0.2245,0.1101,0.1361,3,0,0.1935,0.067,0.2179,0.2137,0.1101,0.1361,0.1935,0.2011,0.1976,0.2159,0.2245,0.203,0.1641,0,0,shorelineContamination,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-92.00144823759665,46.701819659229514]}"
00000000000000000381,3150,2960,0.1898,0.2021,0.222,0.2217,0.103,0.1263,0,0,0.16110000000000002,0.0685,0.315,0.29600000000000004,0.103,0.1263,0.16110000000000002,0.1898,0.2021,0.222,0.2217,0.2341,0.16820000000000002,0,0,shorelineContamination,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.38538329515362,46.79204510994494]}"
00000000000000000382,2314,1911,0.1569,0.1838,0.1969,0.2098,0.0928,0.1143,0,0,0.1426,0.0549,0.2314,0.1911,0.0928,0.1143,0.1426,0.1569,0.1838,0.1969,0.2098,0.2076,0.1757,0,0,shorelineContamination,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.38331427226481,46.79198714163124]}"
00000000000000000383,1076,1143,0.1369,0.1224,0.1301,0.1146,0.0818,0.1025,11,0,0.1268,0.0537,0.1076,0.1143,0.0818,0.1025,0.1268,0.1369,0.1224,0.1301,0.1146,0.1265,0.06520000000000001,0,0,shorelineContamination,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-91.37814171504282,46.79210753735968]}"
00000000000000000384,449,367,0.1071,0.0687,0.0712,0.0435,0.06,0.0748,0,0,0.0905,0.0622,0.0449,0.0367,0.06,0.0748,0.0905,0.1071,0.0687,0.0712,0.0435,0.06430000000000001,0.08270000000000001,0,0,shorelineContamination,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-91.38952134093121,46.790248092220395]}"
00000000000000000385,2271,2039,0.1673,0.1925,0.2127,0.2206,0.0887,0.1154,0,0,0.1434,0.0585,0.2271,0.2039,0.0887,0.1154,0.1434,0.1673,0.1925,0.2127,0.2206,0.222,0.1875,0,0,shorelineContamination,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.3816198138645,46.791938091519654]}"
00000000000000000386,3531,3422,0.2723,0.2904,0.3033,0.2622,0.1323,0.1748,0,0,0.2251,0.0921,0.3531,0.3422,0.1323,0.1748,0.2251,0.2723,0.2904,0.3033,0.2622,0.3053,0.261,0,0,shorelineContamination,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-90.80826414131138,46.73140579471912]}"
00000000000000000387,2727,2466,0.2332,0.2354,0.2309,0.2343,0.1371,0.1676,0,0,0.2128,0.0914,0.2727,0.2466,0.1371,0.1676,0.2128,0.2332,0.2354,0.2309,0.2343,0.2233,0.16,0,0,shorelineContamination,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-90.7870566567012,46.7294259538514]}"
00000000000000000388,3604,3576,0.3008,0.3055,0.3118,0.3075,0.1588,0.2024,8,0,0.2664,0.0845,0.0967,0.07640000000000001,0.0726,0.095,0.1139,0.1282,0.0914,0.1035,0.0755,0.0932,0.2054,0,0,shorelineContamination,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.76261632382726,46.71068881122481]}"
00000000000000000389,2024,1952,0.2035,0.2012,0.209,0.2013,0.1127,0.149,9,0,0.19,0.0898,0.2024,0.1952,0.1127,0.149,0.19,0.2035,0.2012,0.209,0.2013,0.2007,0.1794,0,0,shorelineContamination,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.75728323896733,46.70669345668093]}"
0000000000000000038a,2639,2562,0.25780000000000003,0.2538,0.2584,0.2646,0.1403,0.183,0,0,0.2381,0.099,0.2639,0.25620000000000004,0.1403,0.183,0.2381,0.25780000000000003,0.2538,0.2584,0.2646,0.2554,0.2137,0,0,shorelineContamination,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-90.75648060077772,46.70615390545346]}"
0000000000000000038b,105,77,0.06910000000000001,0.04570000000000001,0.0505,0.017,0.0369,0.0407,0,0,0.0631,0.0422,0.0105,0.0077,0.0369,0.0407,0.0631,0.06910000000000001,0.0457,0.0505,0.017,0.0382,0.0145,0,0,other,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-92.0365859538978,46.75554290872143]}"
0000000000000000038c,1919,1368,0.17220000000000002,0.1771,0.172,0.1701,0.0703,0.0794,0,0,0.1584,0.045,0.1919,0.1368,0.0703,0.0794,0.1584,0.17220000000000002,0.1771,0.172,0.1701,0.1433,0.0529,0,0,other,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.9426326947017,46.73689494811591]}"
0000000000000000038d,1026,798,0.1061,0.1085,0.1106,0.0958,0.0517,0.0524,0,0,0.0886,0.0367,0.1026,0.07980000000000001,0.0517,0.0524,0.0886,0.1061,0.1085,0.1106,0.0958,0.0949,0.0388,0,0,other,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-91.94170966078363,46.737175871482286]}"
0000000000000000038e,137,97,0.12860000000000002,0.1161,0.08650000000000001,0.0473,0.053,0.0979,0,0,0.1246,0.0649,0.0137,0.0097,0.053,0.0979,0.1246,0.12860000000000002,0.1161,0.08650000000000001,0.0473,0.0799,0.0213,0,0,other,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-91.99312309592986,46.731289858091735]}"
0000000000000000038f,979,795,0.0954,0.0966,0.0969,0.0853,0.0631,0.0659,0,0,0.08610000000000001,0.0397,0.0979,0.0795,0.0631,0.0659,0.08610000000000001,0.0954,0.0966,0.0969,0.0853,0.0847,0.0429,0,0,other,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-91.94103633652456,46.73731410361494]}"
00000000000000000390,1991,1401,0.258,0.26730000000000004,0.2654,0.2544,0.1444,0.17270000000000002,85,0,0.2546,0.0936,0.1991,0.1401,0.1444,0.17270000000000002,0.2546,0.258,0.26730000000000004,0.2654,0.2544,0.2213,0.1056,0,0,other,0,0,2021-08-29,1,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.2654646905233,47.27933121396445]}"
00000000000000000391,2381,1590,0.2775,0.32170000000000004,0.30160000000000003,0.29600000000000004,0.2066,0.2298,100,0,0.29660000000000003,0.1311,0.2381,0.159,0.2066,0.2298,0.29660000000000003,0.2775,0.32170000000000004,0.30160000000000003,0.29600000000000004,0.27640000000000003,0.1512,0,0,other,0,0,2021-08-29,1,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.26481812087054,47.27982617418138]}"
00000000000000000392,1323,1110,0.134,0.12940000000000002,0.1336,0.1139,0.0796,0.07980000000000001,5,0,0.1072,0.08600000000000001,0.1323,0.111,0.0796,0.07980000000000001,0.1072,0.134,0.12940000000000002,0.1336,0.1139,0.1203,0.1121,0,0,other,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.26409128739884,47.28067340338154]}"
00000000000000000393,3321,2286,0.4607,0.4626,0.4554,0.4166,0.2696,0.30510000000000004,100,0,0.4203,0.1146,0.3321,0.2286,0.2696,0.30510000000000004,0.4203,0.4607,0.4626,0.4554,0.4166,0.4202,0.13970000000000002,0,0,other,0,0,2021-08-29,1,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.26434991525994,47.28035680720674]}"
00000000000000000394,1229,916,0.1636,0.1752,0.1632,0.1813,0.12710000000000002,0.13090000000000002,36,0,0.1818,0.0731,0.1229,0.0916,0.12710000000000002,0.13090000000000002,0.1818,0.1636,0.1752,0.1632,0.1813,0.1726,0.0506,0,0,other,0,0,2021-08-29,0,0,1,SEN2,0,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.26351606336294,47.28111485438583]}"
00000000000000000395,727,438,0.0935,0.1085,0.1117,0.08700000000000001,0.06,0.0723,0,0,0.08700000000000001,0.0529,0.0727,0.0438,0.06,0.0723,0.08700000000000001,0.0935,0.1085,0.1117,0.08700000000000001,0.07690000000000001,0.0373,0,0,other,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.78061771478002,47.22952751429851]}"
00000000000000000396,2536,2164,0.1946,0.1999,0.1904,0.1793,0.0563,0.0609,0,0,0.162,0.0442,0.2536,0.2164,0.0563,0.0609,0.162,0.1946,0.1999,0.1904,0.1793,0.1633,0.078,0,0,other,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-90.77982399479251,47.22984856957436]}"
00000000000000000397,1192,895,0.1085,0.1046,0.094,0.084,0.1337,0.1161,0,0,0.1079,0.0533,0.1192,0.08950000000000001,0.1337,0.1161,0.1079,0.1085,0.1046,0.094,0.084,0.0805,0.0492,0,0,other,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.77887866536918,47.2303613661955]}"
00000000000000000398,2299,1834,0.1642,0.1738,0.16840000000000002,0.1437,0.055,0.0605,0,0,0.14020000000000002,0.0529,0.2299,0.1834,0.055,0.0605,0.14020000000000002,0.1642,0.1738,0.16840000000000002,0.1437,0.1467,0.0373,0,0,other,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-90.78016734557362,47.22971479654276]}"
00000000000000000399,2078,1781,0.1648,0.1801,0.1715,0.14120000000000002,0.0557,0.0557,0,0,0.1311,0.0442,0.2078,0.1781,0.0557,0.0557,0.1311,0.1648,0.1801,0.1715,0.14120000000000002,0.1311,0.078,0,0,other,0,0,2021-08-29,0,0,0,SEN2,0,0,2021-08-29T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-90.7792978208682,47.230111656536515]}"
000000000000000003b3,4432,4045,0.526,0.509,0.498,0.5416000000000001,0.5976,0.5526,100,0,0.5294,0.6219,0.4432,0.4045,0.5976,0.5526,0.5294,0.526,0.509,0.498,0.5416000000000001,0.483,0.6326,0,0,cloud,0,0,2022-10-26,1,0,0,SEN2,0,0,2022-10-26T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.8941087570381,46.807451304084594]}"
000000000000000003b4,3406,3205,0.3922,0.3792,0.3679,0.3843,0.434,0.4035,100,0,0.3896,0.46,0.3406,0.3205,0.434,0.4035,0.3896,0.3922,0.3792,0.3679,0.3843,0.3558,0.4494,0,0,cloud,0,0,2022-10-26,1,0,0,SEN2,0,0,2022-10-26T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.79608879768125,46.830473642823534]}"
000000000000000003b5,3046,2965,0.33290000000000003,0.32680000000000003,0.3299,0.2972,0.34390000000000004,0.3262,100,0,0.322,0.3789,0.30460000000000004,0.29650000000000004,0.34390000000000004,0.3262,0.322,0.33290000000000003,0.32680000000000003,0.3299,0.2972,0.3301,0.3584,0,0,cloud,0,0,2022-10-26,1,0,0,SEN2,0,0,2022-10-26T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.7421871841472,46.83986896874313]}"
000000000000000003b6,3996,3883,0.4340500000000001,0.42315,0.4173,0.4346,0.4695,0.44355,100,0,0.4294,0.5049,0.3996,0.3883,0.4695,0.44355,0.4294,0.4340500000000001,0.42315,0.4173,0.4346,0.415,0.53335,0,0,cloud,0,0,2022-10-26,1,0,0,SEN2,0,0,2022-10-26T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.62341456848762,46.786551497447086]}"
000000000000000003b7,3945.5,3807,0.4273,0.4127,0.40955,0.4446,0.46735,0.4357,100,0,0.41865,0.458875,0.3947000000000001,0.381025,0.469625,0.4368,0.418825,0.4272,0.412675,0.409425,0.4441250000000001,0.40555,0.49165,0,0,cloud,0,0,2022-10-26,1,0,0,SEN2,0,0,2022-10-26T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.6255415596901,46.890751770864014]}"
000000000000000003b8,5055,4167,0.68,0.6534,0.6311,0.6865,0.7562,0.7099000000000001,100,0,0.6793,0.7244,0.5055000000000001,0.4167,0.7562,0.7099000000000001,0.6793,0.68,0.6534,0.6311,0.6865,0.6024,0.7289,0,0,cloud,0,0,2022-10-26,1,0,0,SEN2,0,0,2022-10-26T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.48906185374729,46.841862186914035]}"
000000000000000003b9,4646,4265,0.5516000000000001,0.5277499999999999,0.5163500000000001,0.5543,0.59025,0.562,100,0,0.54345,0.59605,0.4646,0.4265,0.59025,0.562,0.54345,0.5516000000000001,0.5277499999999999,0.5163500000000001,0.5543,0.50475,0.6344000000000001,0,0,cloud,0,0,2022-10-26,1,0,0,SEN2,0,0,2022-10-26T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.45301448083123,46.92914909003524]}"
000000000000000003ba,3913,3707,0.4299,0.4167,0.4126,0.4306,0.4561,0.4321,100,0,0.4213,0.4866,0.3913,0.3707,0.4561,0.4321,0.4213,0.4299,0.4167,0.4126,0.4306,0.4077,0.5196000000000001,0,0,cloud,0,0,2022-10-26,1,0,0,SEN2,0,0,2022-10-26T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.50828949748974,46.9859134464456]}"
000000000000000003bb,4112,3835,0.4634,0.4507000000000001,0.4469,0.4645,0.4913,0.4642,100,0,0.4555,0.5026,0.4112,0.3835,0.4913,0.4642,0.4555,0.4634,0.4507000000000001,0.4469,0.4645,0.4404,0.5431,0,0,cloud,0,0,2022-10-26,1,0,0,SEN2,0,0,2022-10-26T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.44099720349219,47.05542637276776]}"
000000000000000003bc,4029,3475,0.4659,0.4544,0.449,0.4836,0.5039,0.4725,100,0,0.4571,0.5197,0.4029,0.34750000000000003,0.5039,0.4725,0.4571,0.4659,0.4544,0.449,0.4836,0.4439,0.557,0,0,cloud,0,0,2022-10-26,1,0,0,SEN2,0,0,2022-10-26T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.45061102536343,47.13029913855618]}"
000000000000000002c8,1862,2039,0.4131,0.3952,0.3839,0.4004,0.4569,0.4162,100,0,0.3789,0.4741,0.1862,0.2039,0.4569,0.4162,0.3789,0.4131,0.3952,0.3839,0.4004,0.3763,1.5594,0,0,cloud,0,0,2020-06-18,1,0,0,SEN2,1,0,2020-06-18T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.88561862863233,46.85250160202755]}"
000000000000000002c9,1548,1644,0.3143,0.2852,0.2755,0.28290000000000004,0.3337,0.3205,100,0,0.2977,0.3664,0.15480000000000002,0.16440000000000002,0.3337,0.3205,0.2977,0.3143,0.2852,0.2755,0.28290000000000004,0.2745,1.3119,0,0,cloud,0,0,2020-06-18,1,0,0,SEN2,1,0,2020-06-18T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.80322335936677,46.74156362691888]}"
000000000000000002ca,1661,1795,0.3769,0.3417,0.3201,0.3287,0.4146,0.3726,100,0,0.3436,0.4422,0.1661,0.17950000000000002,0.4146,0.3726,0.3436,0.3769,0.3417,0.3201,0.3287,0.30920000000000003,1.5594,0,0,cloud,0,0,2020-06-18,1,0,0,SEN2,1,0,2020-06-18T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.70983640600444,46.85250160202755]}"
000000000000000002cb,1672,1786,0.3477,0.3164,0.3042,0.3002,0.3704,0.34390000000000004,100,0,0.32180000000000003,0.4097,0.16720000000000002,0.1786,0.3704,0.34390000000000004,0.32180000000000003,0.3477,0.3164,0.3042,0.3002,0.2947,1.4693,0,0,cloud,0,0,2020-06-18,1,0,0,SEN2,1,0,2020-06-18T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.79223613437107,46.83935171302094]}"
000000000000000002cc,1711.5,1715,0.33455,0.32465,0.32465,0.33705,0.3671,0.35125000000000006,100,0,0.32575,0.37615,0.17115000000000002,0.1715,0.3671,0.35125000000000006,0.32575,0.33455,0.32465,0.32465,0.33705,0.31605,0.8864000000000001,0,0,cloud,0,0,2020-06-18,1,0,0,SEN2,1,0,2020-06-18T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.60271988049857,46.775434958520854]}"
000000000000000002cd,1832,1759,0.3352,0.3541,0.3676,0.3839,0.3607,0.3518,100,0,0.3382,0.3688,0.1832,0.1759,0.3607,0.3518,0.3382,0.3352,0.3541,0.3676,0.3839,0.37,0.256,0,0,cloud,0,0,2020-06-18,1,0,0,SEN2,1,0,2020-06-18T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.53266294384788,47.062199747267954]}"
000000000000000002ce,2127,2118,0.4237,0.4439,0.4551,0.4766,0.4481,0.4401000000000001,100,0,0.4274,0.4559,0.2127,0.2118,0.4481,0.4401000000000001,0.4274,0.4237,0.4439,0.4551,0.4766,0.4566,0.3315,0,0,cloud,0,0,2020-06-18,1,0,0,SEN2,1,0,2020-06-18T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.4186794027197,47.117367745501184]}"
000000000000000002cf,2147,2120,0.4074,0.4149000000000001,0.4263,0.4483,0.4409,0.4255,100,0,0.4137,0.4437,0.2147,0.212,0.4409,0.4255,0.4137,0.4074,0.4149000000000001,0.4263,0.4483,0.4246,0.3195,0,0,cloud,0,0,2020-06-18,1,0,0,SEN2,1,0,2020-06-18T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.48185148734386,47.01821517447676]}"
000000000000000002d0,1971.5,1897.5,0.35095,0.35915,0.3648,0.37935,0.37650000000000006,0.3735500000000001,100,0,0.3593,0.394,0.19715,0.18975000000000003,0.37650000000000006,0.3735500000000001,0.3593,0.35095,0.35915,0.3648,0.37935,0.36165,0.27,0,0,cloud,0,0,2020-06-18,1,0,0,SEN2,1,0,2020-06-18T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.50519488135865,46.938571170561175]}"
000000000000000002d1,2277,2344,0.4427,0.45,0.4657,0.4711,0.4653000000000001,0.4564,100,0,0.4474,0.4959,0.2308,0.2331,0.4655,0.4577,0.4506,0.4464,0.4586,0.4697,0.4714,0.4639,0.3608,0,0,cloud,0,0,2020-06-18,1,0,0,SEN2,1,0,2020-06-18T00:00:00Z,ANK,0,"{""type"":""Point"",""coordinates"":[-91.45438342485464,46.9648218984628]}"
0000000000000000030e,64.5,55.5,0.0129,0.01075,0.0117,0.00975,0.0358,0.0235,0,0,0.01195,0.03815,0.00645,0.00555,0.0358,0.0235,0.01195,0.0129,0.01075,0.0117,0.00975,0.00989999999999999,0.027,0,0,openWater,0,0,2021-06-07,0,0,0,SEN2,0,0,2021-06-07T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.29288570065516,46.77245627901715]}"
0000000000000000030f,62,54,0.0118,0.0108,0.011,0.0094,0.0346,0.023,0,0,0.0127,0.0381,0.0062,0.0054,0.0346,0.023,0.0127,0.0118,0.0108,0.011,0.0094,0.0096,0.0222,0,0,openWater,0,0,2021-06-07,0,0,0,SEN2,0,0,2021-06-07T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.13289315485753,46.78092411191764]}"
00000000000000000310,68.5,59.5,0.01255,0.0113,0.01205,0.0098,0.0352,0.02115,0,0,0.01215,0.037125,0.0068,0.005725,0.03485,0.0211,0.0122,0.01185,0.010925,0.01194999999999999,0.0099,0.010425,0.02235,0,0,openWater,0,0,2021-06-07,0,0,0,SEN2,0,0,2021-06-07T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.30043495873865,46.84952738162492]}"
00000000000000000311,62,57,0.01095,0.01055,0.01045,0.0093,0.0326,0.0203,0,0,0.0104,0.04195,0.00615,0.0055,0.032225,0.020225,0.010475,0.01025,0.010125,0.0103,0.009375,0.00955,0.02375,0,0,openWater,0,0,2021-06-07,0,0,0,SEN2,0,0,2021-06-07T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.25134025614021,46.83402754636313]}"
00000000000000000312,59,62,0.0118,0.0105,0.0108,0.0096,0.0329,0.0225,0,0,0.0123,0.0386,0.0059,0.0062,0.0329,0.0225,0.0123,0.0118,0.0105,0.0108,0.0096,0.0103,0.0227,0,0,openWater,0,0,2021-06-07,0,0,0,SEN2,0,0,2021-06-07T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.1637947251579,46.785624004427966]}"
00000000000000000313,67,55,0.0175,0.017,0.0178,0.0149,0.0433,0.0444,0,0,0.0195,0.0417,0.0067,0.0055,0.0433,0.0444,0.0195,0.0175,0.017,0.0178,0.0149,0.0147,0.0248,0,0,offShoreSediment,0,0,2021-06-07,0,0,0,SEN2,0,0,2021-06-07T00:00:00Z,ANK,1,"{""type"":""Point"",""coordinates"":[-90.51258560955844,46.60016999161516]}"
